"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_313123","Published","2010","South-East Asia","Myanmar","Male","
23.0
","23","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Published","1992","Africa","Namibia","Male","
23.4
","23.4","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Published","1992","Africa","Namibia","Both sexes","
21.5
","21.5","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Published","1992","Africa","Namibia","Female","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Published","2000","Africa","Namibia","Both sexes","
20.3
","20.3","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Published","2000","Africa","Namibia","Male","
21.2
","21.2","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Published","2000","Africa","Namibia","Female","
19.4
","19.4","","",""
"Children aged <5 years underweight (%)","NLIS_312874","Published","2007","Africa","Namibia","Female","
16.5
","16.5","","",""
"Children aged <5 years underweight (%)","NLIS_312874","Published","2007","Africa","Namibia","Both sexes","
17.5
","17.5","","",""
"Children aged <5 years underweight (%)","NLIS_312874","Published","2007","Africa","Namibia","Male","
18.5
","18.5","","",""
"Children aged <5 years underweight (%)","NLIS_313065","Published","2007","Western Pacific","Nauru","Both sexes","
4.8
","4.8","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Published","1975","South-East Asia","Nepal","Both sexes","
60.8
","60.8","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Published","1975","South-East Asia","Nepal","Female","
60.3
","60.3","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Published","1975","South-East Asia","Nepal","Male","
61.3
","61.3","","",""
"Children aged <5 years underweight (%)","NLIS_311581","Published","1995","South-East Asia","Nepal","Both sexes","
44.1
","44.1","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Published","1996","South-East Asia","Nepal","Male","
43.3
","43.3","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Published","1996","South-East Asia","Nepal","Both sexes","
42.9
","42.9","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Published","1996","South-East Asia","Nepal","Female","
42.5
","42.5","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Published","1998","South-East Asia","Nepal","Female","
37.5
","37.5","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Published","1998","South-East Asia","Nepal","Male","
38.8
","38.8","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Published","1998","South-East Asia","Nepal","Both sexes","
38.2
","38.2","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Published","2001","South-East Asia","Nepal","Female","
43.7
","43.7","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Published","2001","South-East Asia","Nepal","Both sexes","
43.0
","43","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Published","2001","South-East Asia","Nepal","Male","
42.3
","42.3","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Published","2006","South-East Asia","Nepal","Male","
37.7
","37.7","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Published","2006","South-East Asia","Nepal","Female","
39.8
","39.8","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Published","2006","South-East Asia","Nepal","Both sexes","
38.8
","38.8","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Published","2011","South-East Asia","Nepal","Female","
28.4
","28.4","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Published","2011","South-East Asia","Nepal","Both sexes","
29.1
","29.1","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Published","2011","South-East Asia","Nepal","Male","
29.8
","29.8","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Published","1980","Europe","Netherlands","Female","
1.1
","1.1","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Published","1980","Europe","Netherlands","Both sexes","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Published","1980","Europe","Netherlands","Male","
2.2
","2.2","","",""
"Children aged <5 years underweight (%)","NLIS_310161","Published","1982","Americas","Nicaragua","Both sexes","
8.7
","8.7","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Published","1993","Americas","Nicaragua","Both sexes","
9.6
","9.6","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Published","1993","Americas","Nicaragua","Male","
10.2
","10.2","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Published","1993","Americas","Nicaragua","Female","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Published","1998","Americas","Nicaragua","Male","
11.1
","11.1","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Published","1998","Americas","Nicaragua","Both sexes","
10.0
","10","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Published","1998","Americas","Nicaragua","Both sexes","
10.3
","10.3","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Published","1998","Americas","Nicaragua","Male","
11.2
","11.2","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Published","1998","Americas","Nicaragua","Female","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Published","1998","Americas","Nicaragua","Female","
9.6
","9.6","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Published","2001","Americas","Nicaragua","Both sexes","
7.8
","7.8","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Published","2001","Americas","Nicaragua","Male","
8.4
","8.4","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Published","2001","Americas","Nicaragua","Female","
7.1
","7.1","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Published","2005","Americas","Nicaragua","Female","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Published","2005","Americas","Nicaragua","Male","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Published","2005","Americas","Nicaragua","Both sexes","
4.3
","4.3","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Published","2007","Americas","Nicaragua","Male","
5.6
","5.6","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Published","2007","Americas","Nicaragua","Both sexes","
5.7
","5.7","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Published","2007","Americas","Nicaragua","Female","
5.9
","5.9","","",""
"Children aged <5 years underweight (%)","NLIS_310047","Published","1985","Africa","Niger","Both sexes","
45.0
","45","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Published","1992","Africa","Niger","Male","
42.1
","42.1","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Published","1992","Africa","Niger","Female","
39.7
","39.7","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Published","1992","Africa","Niger","Both sexes","
41.0
","41","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Published","1998","Africa","Niger","Male","
46.0
","46","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Published","1998","Africa","Niger","Female","
43.9
","43.9","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Published","1998","Africa","Niger","Both sexes","
45.0
","45","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Published","2000","Africa","Niger","Both sexes","
43.6
","43.6","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Published","2000","Africa","Niger","Male","
44.7
","44.7","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Published","2000","Africa","Niger","Female","
42.4
","42.4","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Published","2006","Africa","Niger","Male","
42.1
","42.1","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Published","2006","Africa","Niger","Female","
37.5
","37.5","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Published","2006","Africa","Niger","Both sexes","
39.9
","39.9","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Published","1990","Africa","Nigeria","Male","
37.0
","37","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Published","1990","Africa","Nigeria","Both sexes","
35.1
","35.1","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Published","1990","Africa","Nigeria","Female","
33.3
","33.3","","",""
"Children aged <5 years underweight (%)","NLIS_311713","Published","1993","Africa","Nigeria","Both sexes","
35.1
","35.1","","",""
"Children aged <5 years underweight (%)","NLIS_312381","Published","1999","Africa","Nigeria","Both sexes","
27.3
","27.3","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Published","2003","Africa","Nigeria","Female","
25.4
","25.4","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Published","2003","Africa","Nigeria","Both sexes","
27.2
","27.2","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Published","2003","Africa","Nigeria","Male","
29.1
","29.1","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Published","2007","Africa","Nigeria","Female","
24.2
","24.2","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Published","2007","Africa","Nigeria","Male","
27.2
","27.2","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Published","2007","Africa","Nigeria","Both sexes","
25.7
","25.7","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Published","2008","Africa","Nigeria","Female","
24.8
","24.8","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Published","2008","Africa","Nigeria","Both sexes","
26.7
","26.7","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Published","2008","Africa","Nigeria","Male","
28.6
","28.6","","",""
"Children aged <5 years underweight (%)","NLIS_310501","Published","1991","Eastern Mediterranean","Oman","Both sexes","
21.4
","21.4","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Published","1995","Eastern Mediterranean","Oman","Female","
6.0
","6","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Published","1995","Eastern Mediterranean","Oman","Both sexes","
10.0
","10","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Published","1995","Eastern Mediterranean","Oman","Male","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Published","1999","Eastern Mediterranean","Oman","Female","
10.9
","10.9","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Published","1999","Eastern Mediterranean","Oman","Male","
11.7
","11.7","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Published","1999","Eastern Mediterranean","Oman","Both sexes","
11.3
","11.3","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Published","2009","Eastern Mediterranean","Oman","Both sexes","
8.6
","8.6","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Published","2009","Eastern Mediterranean","Oman","Female","
8.3
","8.3","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Published","2009","Eastern Mediterranean","Oman","Male","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_311267","Published","1977","Eastern Mediterranean","Pakistan","Both sexes","
48.3
","48.3","","",""
"Children aged <5 years underweight (%)","NLIS_311276","Published","1987","Eastern Mediterranean","Pakistan","Both sexes","
44.4
","44.4","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Published","1991","Eastern Mediterranean","Pakistan","Both sexes","
39.0
","39","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Published","1991","Eastern Mediterranean","Pakistan","Female","
37.6
","37.6","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Published","1991","Eastern Mediterranean","Pakistan","Male","
40.3
","40.3","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Published","1994","Eastern Mediterranean","Pakistan","Female","
36.5
","36.5","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Published","1994","Eastern Mediterranean","Pakistan","Both sexes","
35.3
","35.3","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Published","1994","Eastern Mediterranean","Pakistan","Male","
34.2
","34.2","","",""
"Children aged <5 years underweight (%)","NLIS_311704","Published","1995","Eastern Mediterranean","Pakistan","Both sexes","
34.2
","34.2","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Published","2001","Eastern Mediterranean","Pakistan","Female","
31.0
","31","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Published","2001","Eastern Mediterranean","Pakistan","Male","
31.6
","31.6","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Published","2001","Eastern Mediterranean","Pakistan","Both sexes","
31.3
","31.3","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Published","2011","Eastern Mediterranean","Pakistan","Both sexes","
30.9
","30.9","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Published","2011","Eastern Mediterranean","Pakistan","Female","
30.4
","30.4","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Published","2011","Eastern Mediterranean","Pakistan","Male","
31.4
","31.4","","",""
"Children aged <5 years underweight (%)","NLIS_310178","Published","1980","Americas","Panama","Both sexes","
11.7
","11.7","","",""
"Children aged <5 years underweight (%)","NLIS_312113","Published","1997","Americas","Panama","Both sexes","
6.3
","6.3","","",""
