"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312874","Namibia","Both sexes","2007","Africa","17.5","17.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313065","Nauru","Both sexes","2007","Western Pacific","4.8","4.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Nepal","Male","1975","South-East Asia","61.3","61.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Nepal","Both sexes","1975","South-East Asia","60.8","60.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310282","Nepal","Female","1975","South-East Asia","60.3","60.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311581","Nepal","Both sexes","1995","South-East Asia","44.1","44.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Nepal","Both sexes","1996","South-East Asia","42.9","42.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Nepal","Female","1996","South-East Asia","42.5","42.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311706","Nepal","Male","1996","South-East Asia","43.3","43.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Nepal","Female","1998","South-East Asia","37.5","37.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Nepal","Both sexes","1998","South-East Asia","38.2","38.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312189","Nepal","Male","1998","South-East Asia","38.8","38.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Nepal","Both sexes","2001","South-East Asia","43.0","43.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Nepal","Female","2001","South-East Asia","43.7","43.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312336","Nepal","Male","2001","South-East Asia","42.3","42.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Nepal","Female","2006","South-East Asia","39.8","39.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Nepal","Both sexes","2006","South-East Asia","38.8","38.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312791","Nepal","Male","2006","South-East Asia","37.7","37.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Nepal","Both sexes","2011","South-East Asia","29.1","29.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Nepal","Male","2011","South-East Asia","29.8","29.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313114","Nepal","Female","2011","South-East Asia","28.4","28.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Netherlands","Male","1980","Europe","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Netherlands","Female","1980","Europe","1.1","1.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310904","Netherlands","Both sexes","1980","Europe","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310161","Nicaragua","Both sexes","1982","Americas","8.7","8.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Nicaragua","Both sexes","1993","Americas","9.6","9.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Nicaragua","Male","1993","Americas","10.2","10.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311429","Nicaragua","Female","1993","Americas","8.9","8.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Nicaragua","Female","1998","Americas","9.6","9.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Nicaragua","Both sexes","1998","Americas","10.3","10.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Nicaragua","Female","1998","Americas","8.9","8.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311918","Nicaragua","Male","1998","Americas","11.1","11.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Nicaragua","Both sexes","1998","Americas","10.0","10.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312433","Nicaragua","Male","1998","Americas","11.2","11.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Nicaragua","Male","2001","Americas","8.4","8.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Nicaragua","Female","2001","Americas","7.1","7.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312388","Nicaragua","Both sexes","2001","Americas","7.8","7.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Nicaragua","Both sexes","2005","Americas","4.3","4.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Nicaragua","Male","2005","Americas","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312902","Nicaragua","Female","2005","Americas","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Nicaragua","Male","2007","Americas","5.6","5.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Nicaragua","Female","2007","Americas","5.9","5.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313071","Nicaragua","Both sexes","2007","Americas","5.7","5.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310047","Niger","Both sexes","1985","Africa","45.0","45.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Niger","Both sexes","1992","Africa","41.0","41.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Niger","Male","1992","Africa","42.1","42.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310526","Niger","Female","1992","Africa","39.7","39.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Niger","Female","1998","Africa","43.9","43.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Niger","Both sexes","1998","Africa","45.0","45.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311915","Niger","Male","1998","Africa","46.0","46.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Niger","Both sexes","2000","Africa","43.6","43.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Niger","Male","2000","Africa","44.7","44.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312191","Niger","Female","2000","Africa","42.4","42.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Niger","Male","2006","Africa","42.1","42.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Niger","Female","2006","Africa","37.5","37.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312793","Niger","Both sexes","2006","Africa","39.9","39.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Nigeria","Both sexes","1990","Africa","35.1","35.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Nigeria","Male","1990","Africa","37.0","37.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310377","Nigeria","Female","1990","Africa","33.3","33.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311713","Nigeria","Both sexes","1993","Africa","35.1","35.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312381","Nigeria","Both sexes","1999","Africa","27.3","27.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Nigeria","Both sexes","2003","Africa","27.2","27.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Nigeria","Male","2003","Africa","29.1","29.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312589","Nigeria","Female","2003","Africa","25.4","25.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Nigeria","Both sexes","2007","Africa","25.7","25.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Nigeria","Female","2007","Africa","24.2","24.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313037","Nigeria","Male","2007","Africa","27.2","27.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Nigeria","Female","2008","Africa","24.8","24.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Nigeria","Both sexes","2008","Africa","26.7","26.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312964","Nigeria","Male","2008","Africa","28.6","28.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311795","West Bank and Gaza Strip","Both sexes","1996","WHO Non Members","3.6","3.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312914","West Bank and Gaza Strip","Both sexes","2007","WHO Non Members","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312914","West Bank and Gaza Strip","Male","2007","WHO Non Members","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312914","West Bank and Gaza Strip","Female","2007","WHO Non Members","2.3","2.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310501","Oman","Both sexes","1991","Eastern Mediterranean","21.4","21.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Oman","Both sexes","1995","Eastern Mediterranean","10.0","10.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Oman","Female","1995","Eastern Mediterranean","6.0","6.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311560","Oman","Male","1995","Eastern Mediterranean","13.9","13.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Oman","Female","1999","Eastern Mediterranean","10.9","10.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Oman","Male","1999","Eastern Mediterranean","11.7","11.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312375","Oman","Both sexes","1999","Eastern Mediterranean","11.3","11.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Oman","Both sexes","2009","Eastern Mediterranean","8.6","8.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Oman","Male","2009","Eastern Mediterranean","8.9","8.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313055","Oman","Female","2009","Eastern Mediterranean","8.3","8.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311267","Pakistan","Both sexes","1977","Eastern Mediterranean","48.3","48.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311276","Pakistan","Both sexes","1987","Eastern Mediterranean","44.4","44.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Pakistan","Male","1991","Eastern Mediterranean","40.3","40.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Pakistan","Female","1991","Eastern Mediterranean","37.6","37.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310537","Pakistan","Both sexes","1991","Eastern Mediterranean","39.0","39.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Pakistan","Male","1994","Eastern Mediterranean","34.2","34.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Pakistan","Both sexes","1994","Eastern Mediterranean","35.3","35.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311931","Pakistan","Female","1994","Eastern Mediterranean","36.5","36.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311704","Pakistan","Both sexes","1995","Eastern Mediterranean","34.2","34.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Pakistan","Female","2001","Eastern Mediterranean","31.0","31.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Pakistan","Male","2001","Eastern Mediterranean","31.6","31.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312588","Pakistan","Both sexes","2001","Eastern Mediterranean","31.3","31.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Pakistan","Female","2011","Eastern Mediterranean","30.4","30.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Pakistan","Male","2011","Eastern Mediterranean","31.4","31.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313113","Pakistan","Both sexes","2011","Eastern Mediterranean","30.9","30.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310178","Panama","Both sexes","1980","Americas","11.7","11.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312113","Panama","Both sexes","1997","Americas","6.3","6.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312113","Panama","Male","1997","Americas","6.7","6.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312113","Panama","Female","1997","Americas","5.9","5.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313111","Panama","Both sexes","2003","Americas","5.1","5.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313112","Panama","Male","2008","Americas","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313112","Panama","Both sexes","2008","Americas","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313112","Panama","Female","2008","Americas","5.2","5.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310357","Papua New Guinea","Female","1983","Western Pacific","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310357","Papua New Guinea","Both sexes","1983","Western Pacific","24.6","24.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310357","Papua New Guinea","Male","1983","Western Pacific","26.2","26.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312912","Papua New Guinea","Female","2005","Western Pacific","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312912","Papua New Guinea","Both sexes","2005","Western Pacific","18.1","18.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312912","Papua New Guinea","Male","2005","Western Pacific","21.0","21.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310233","Paraguay","Both sexes","1990","Americas","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310233","Paraguay","Male","1990","Americas","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310233","Paraguay","Female","1990","Americas","3.4","3.40000","","",""
